Time,alt_msl_ft,ias_kt,vs_fps,pitch_deg,roll_deg,throttle
30.4083,641.3934709,69.23617095,-2.570342308,-0.6612136029,0.03221413748,0.6499464094
30.6083,640.8895309,69.21841724,-2.470544712,-0.6030354138,0.1183361555,0.6499464094
30.8083,640.4061062,69.19731795,-2.365791661,-0.5456404694,0.2038381386,0.6499464094
31.0083,639.9438021,69.17287141,-2.259689771,-0.4899427488,0.2890555926,0.6499464094
31.2083,639.5027844,69.14577413,-2.152765801,-0.4497789991,0.401921007,0.6499464094
31.4083,639.0805877,69.11778195,-2.074560935,-0.4518575492,0.5263207461,0.6499464094
31.6083,638.6691458,69.09095761,-2.042945573,-0.4727883084,0.6271752165,0.6499464094
31.8083,638.2605783,69.06601578,-2.043331291,-0.492752402,0.7077411139,0.6499464094
32.0083,637.8500651,69.04277595,-2.062081973,-0.50332677,0.776946651,0.6499464094
32.2083,637.4362162,69.01974203,-2.073326733,-0.4855283602,0.8139501746,0.6499464094
32.4167,637.005222,68.99441529,-2.062318368,-0.456114212,0.841638318,0.6499464094
32.6083,636.6122881,68.96987964,-2.038108839,-0.429955212,0.8533916459,0.6499464094
32.8083,636.2080461,68.94275129,-2.00645808,-0.4061196294,0.8122105367,0.6499464094
33.0083,635.8104324,68.91421752,-1.973415892,-0.3851530256,0.7174643982,0.6499464094
33.2083,635.4193582,68.88431864,-1.941325614,-0.3657665618,0.6138141297,0.6499464094
33.4083,635.0345317,68.85304841,-1.910779712,-0.3469262478,0.514810694,0.6499464094
33.6083,634.6558291,68.82093396,-1.877303777,-0.333766198,0.41828074,0.6499464094
33.8083,634.2822223,68.78958275,-1.867342635,-0.3679606006,0.2798087978,0.6499464094
34.0083,633.9054144,68.76058453,-1.902952224,-0.3954979314,0.08982959646,0.6499464094
34.2083,633.5219141,68.73295387,-1.938574798,-0.4239300926,-0.167990287,0.6499464094
34.4083,633.1284276,68.70721053,-2.001292923,-0.4369168027,-0.4319483078,0.6499464094
34.6083,632.7262958,68.68065112,-2.018108126,-0.4107368928,-0.6639958877,0.6499464094
34.8083,632.3217412,68.65407991,-2.032486898,-0.4391587966,-0.8590125458,0.6499464094
35.0083,631.9101639,68.63094128,-2.089846441,-0.5125441601,-1.036060987,0.6499464094
35.2083,631.4821284,68.61301577,-2.193411223,-0.5967334137,-1.207570975,0.6499464094
35.4167,631.0107297,68.6002685,-2.33447487,-0.6727636083,-1.370030959,0.6499464094
35.6167,630.5309003,68.59143854,-2.45642425,-0.6913640153,-1.445072991,0.6499464094
35.8083,630.0523319,68.58404095,-2.531565427,-0.6875816596,-1.458895986,0.6499464094
36.0083,629.5410055,68.57678114,-2.577364055,-0.6835824412,-1.429747018,0.6499464094
36.2083,629.0224461,68.57006537,-2.605667886,-0.685755462,-1.392217752,0.6499464094
36.4083,628.4989432,68.56439297,-2.627652866,-0.6935307907,-1.351383529,0.4098606645
36.6083,627.9722487,68.55663525,-2.626743681,-0.7493895221,-1.2987589,0.4184351554
36.8083,627.4352283,68.54807128,-2.759852602,-1.056606544,-1.214248829,0.4184351554
37.0083,626.8450809,68.54582968,-3.154487854,-1.48010206,-1.101152026,0.4184351554
37.2083,626.1568353,68.54214114,-3.695659959,-1.682345223,-0.9733013917,0.4184351554
37.4083,625.3778359,68.51943467,-4.058180095,-1.648551311,-0.8494292135,0.4184351554
37.6083,624.5473736,68.47059615,-4.224014512,-1.555179481,-0.7266118768,0.4184351554
37.8083,623.6982072,68.39666005,-4.256385168,-1.503763011,-0.6006771103,0.4184351554
38.0083,622.8428992,68.30505921,-4.298319561,-1.54616421,-0.4830645179,0.4184351554
38.2083,621.9751316,68.20130124,-4.378310877,-1.603991314,-0.3789599644,0.4184351554
38.4083,621.0889025,68.08814572,-4.481404772,-1.661511945,-0.3232936207,0.4184351554
38.6083,620.1799809,67.96814385,-4.60326804,-1.704243446,-0.3556660184,0.4184351554
38.8167,619.2085806,67.83710566,-4.718592675,-1.739376562,-0.5040818699,0.4184351554
39.0083,618.2934297,67.71381916,-4.837661545,-1.816769089,-0.6630924809,0.4184351554
39.2083,617.3089326,67.58523702,-5.005545847,-1.854886004,-0.8025862558,0.4184351554
39.4083,616.2967555,67.45335073,-5.110208393,-1.815679969,-0.925847155,0.4184351554
39.6083,615.2694488,67.31730135,-5.158346859,-1.763510651,-1.033027543,0.4184351554
39.8083,614.2378744,67.17918736,-5.166551909,-1.81433832,-1.112880272,0.4184351554
40.0083,613.1927004,67.04816181,-5.295435263,-1.999966422,-1.180287107,0.4184351554
40.2083,612.1084099,66.92923407,-5.552144776,-2.215796993,-1.249320181,0.4184351554
40.4083,610.9629411,66.81941679,-5.878532044,-2.252533669,-1.290126777,0.4184351554
40.6083,609.7708162,66.70577614,-6.020276665,-2.118077741,-1.293142726,0.4184351554
40.8167,608.5155565,66.57904659,-6.024760765,-2.005793479,-1.2533777,0.4184351554
41.0083,607.3643683,66.45697875,-5.988876697,-1.946485483,-1.177865776,0.4184351554
41.2083,606.1705474,66.32631991,-5.951043954,-1.901626505,-1.065104469,0.4184351554
41.4083,604.9847816,66.19313245,-5.906831053,-1.851241475,-0.9287063425,0.4184351554
41.6083,603.8084847,66.05808959,-5.856700833,-1.802546189,-0.7822355487,0.4184351554
41.8083,602.642367,65.92217157,-5.805481157,-1.758303833,-0.638697317,0.4184351554
42.0083,601.4862361,65.78633604,-5.757253715,-1.718747805,-0.5089722963,0.4184351554
42.2083,600.3389149,65.65111502,-5.718139179,-1.668380153,-0.4007315977,0.4184351554
42.4167,599.1541322,65.50931633,-5.655215275,-1.579590562,-0.315888276,0.4184351554
42.6083,598.0785233,65.37663124,-5.571460093,-1.490984892,-0.2644445226,0.4184351554
42.8083,596.9748177,65.23612071,-5.470556694,-1.404967976,-0.2353394585,0.4184351554
43.0083,595.8915766,65.09381286,-5.368118749,-1.328531453,-0.2258096327,0.4184351554
43.2083,594.8282439,64.94997878,-5.271826381,-1.260729518,-0.2231183658,0.4184351554
43.4083,593.7831726,64.80473581,-5.185121772,-1.199908384,-0.213518253,0.4184351554
43.6083,592.7543285,64.65823684,-5.10910829,-1.144767945,-0.2006983663,0.4184351554
43.8083,591.7395672,64.51059259,-5.043782645,-1.094557274,-0.1828391561,0.4184351554
